reference_material,detected_material,areas_reference,areas_detected,num_matched_peaks,start_point_reference,last_point_reference,start_point_detected,last_point_detected
fe_bao2,ti,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
fe_bao2,ti,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]","[6.1854, 5.8995]",0,244.0,456.0,1594,2051
fe_bao2,cr,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]",[6.093],0,0.0,145.0,1895,2041
fe_bao2,fe,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]",[5.8987],0,0.0,143.0,1966,2110
fe_bao2,v,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]",[5.8983],0,52.0,143.0,1786,1930
fe_bao2,cao,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]","[5.9143, 6.1764]",0,68.0,212.0,1291,1695
fe_bao2,mgo,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]","[6.1427, 6.0599]",0,318.0,443.0,1520,1964
fe_bao2,zn,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]","[6.0902, 5.8954, 6.0539]",0,0.0,492.0,1494,1987
fe_bao2,ni,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]",[5.8978],0,0.0,143.0,1952,2096
fe_bao2,li20,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]","[6.0498, 6.0556]",0,0.0,144.0,1359,1774
fe_bao2,bao2,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",5,7.0,1232.0,991,2227
fe_bao2,mn,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8982, 6.1317, 5.9293]",[6.2157],0,0.0,146.0,1923,2070
fe_bao2,fe,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[6.065],0,0.0,144.0,1909,2054
fe_bao2,cr,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[6.0626],0,0.0,144.0,1852,1997
fe_bao2,nao3,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,178.0,1335.0,818,2154
fe_bao2,co,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,996.0,2221.0,0,2249
fe_bao2,co,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[5.9084],0,0.0,143.0,1973,2117
fe_bao2,cu2o,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
fe_bao2,al2o3,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,42.0,1174.0,954,2129
fe_bao2,ti,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
fe_bao2,ti,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.1854, 5.8995]",0,242.0,456.0,1594,2051
fe_bao2,cr,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[6.093],0,0.0,145.0,1895,2041
fe_bao2,fe,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[5.8987],0,0.0,143.0,1966,2110
fe_bao2,v,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[5.8983],0,50.0,143.0,1786,1930
fe_bao2,cao,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[5.9143, 6.1764]",0,66.0,210.0,1291,1695
fe_bao2,mgo,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.1427, 6.0599]",0,316.0,443.0,1520,1964
fe_bao2,zn,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.0902, 5.8954, 6.0539]",0,0.0,492.0,1494,1987
fe_bao2,ni,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[5.8978],0,0.0,143.0,1952,2096
fe_bao2,li20,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.0498, 6.0556]",0,0.0,142.0,1359,1774
fe_bao2,bao2,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",5,5.0,1230.0,991,2227
fe_bao2,mn,"[6.1666, 6.1067, 5.9012, 6.0674, 5.8898, 6.1124, 5.9293]",[6.2157],0,0.0,146.0,1923,2070
fe_bao2,fe,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[6.065],0,0.0,144.0,1909,2054
fe_bao2,cr,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[6.0626],0,0.0,144.0,1852,1997
fe_bao2,nao3,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,131.0,1335.0,818,2154
fe_bao2,co,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,949.0,2174.0,0,2249
fe_bao2,co,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[5.9084],0,3.0,143.0,1973,2117
fe_bao2,cu2o,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.1735, 6.0916, 6.0479]",0,150.0,774.0,1160,1946
fe_bao2,al2o3,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,0.0,1174.0,954,2129
fe_bao2,ti,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[5.8975, 6.1415, 6.0812]",0,330.0,397.0,1459,1857
fe_bao2,ti,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.1854, 5.8995]",0,195.0,456.0,1594,2051
fe_bao2,cr,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[6.093],0,0.0,145.0,1895,2041
fe_bao2,fe,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[5.8987],0,10.0,143.0,1966,2110
fe_bao2,v,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[5.8983],0,3.0,143.0,1786,1930
fe_bao2,cao,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[5.9143, 6.1764]",0,19.0,163.0,1291,1695
fe_bao2,mgo,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.1427, 6.0599]",0,269.0,414.0,1520,1964
fe_bao2,zn,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.0902, 5.8954, 6.0539]",0,295.0,492.0,1494,1987
fe_bao2,ni,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[5.8978],0,24.0,143.0,1952,2096
fe_bao2,li20,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.0498, 6.0556]",0,0.0,95.0,1359,1774
fe_bao2,bao2,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",4,0.0,1183.0,991,2227
fe_bao2,mn,"[6.1666, 6.1067, 5.9012, 6.0674, 5.9305, 6.0785, 6.0676]",[6.2157],0,0.0,146.0,1923,2070
fe_mn,fe,"[6.2684, 6.2981]",[6.065],0,22.0,144.0,1909,2054
fe_mn,cr,"[6.2684, 6.2981]",[6.0626],0,79.0,144.0,1852,1997
fe_mn,nao3,"[6.2684, 6.2981]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1113.0,1272.0,818,2154
fe_mn,co,"[6.2684, 6.2981]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1931.0,2090.0,0,2249
fe_mn,co,"[6.2684, 6.2981]",[5.9084],0,0.0,117.0,1973,2117
fe_mn,cu2o,"[6.2684, 6.2981]","[6.1735, 6.0916, 6.0479]",0,771.0,785.0,1160,1946
fe_mn,al2o3,"[6.2684, 6.2981]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,977.0,1136.0,954,2129
fe_mn,ti,"[6.2684, 6.2981]","[5.8975, 6.1415, 6.0812]",0,,,1459,1857
fe_mn,ti,"[6.2684, 6.2981]","[6.1854, 5.8995]",0,337.0,456.0,1594,2051
fe_mn,cr,"[6.2684, 6.2981]",[6.093],0,36.0,145.0,1895,2041
fe_mn,fe,"[6.2684, 6.2981]",[5.8987],0,0.0,124.0,1966,2110
fe_mn,v,"[6.2684, 6.2981]",[5.8983],0,,,1786,1930
fe_mn,cao,"[6.2684, 6.2981]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.2684, 6.2981]","[6.1427, 6.0599]",0,411.0,443.0,1520,1964
fe_mn,zn,"[6.2684, 6.2981]","[6.0902, 5.8954, 6.0539]",0,437.0,492.0,1494,1987
fe_mn,ni,"[6.2684, 6.2981]",[5.8978],0,0.0,138.0,1952,2096
fe_mn,li20,"[6.2684, 6.2981]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[6.2684, 6.2981]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,940.0,1099.0,991,2227
fe_mn,mn,"[6.2684, 6.2981]",[6.2157],0,8.0,146.0,1923,2070
fe_mn,fe,"[6.3441, 6.3946]",[6.065],0,0.0,144.0,1909,2054
fe_mn,cr,"[6.3441, 6.3946]",[6.0626],0,57.0,144.0,1852,1997
fe_mn,nao3,"[6.3441, 6.3946]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1091.0,1257.0,818,2154
fe_mn,co,"[6.3441, 6.3946]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1909.0,2075.0,0,2249
fe_mn,co,"[6.3441, 6.3946]",[5.9084],0,0.0,102.0,1973,2117
fe_mn,cu2o,"[6.3441, 6.3946]","[6.1735, 6.0916, 6.0479]",0,749.0,785.0,1160,1946
fe_mn,al2o3,"[6.3441, 6.3946]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,955.0,1121.0,954,2129
fe_mn,ti,"[6.3441, 6.3946]","[5.8975, 6.1415, 6.0812]",0,,,1459,1857
fe_mn,ti,"[6.3441, 6.3946]","[6.1854, 5.8995]",0,315.0,456.0,1594,2051
fe_mn,cr,"[6.3441, 6.3946]",[6.093],0,14.0,145.0,1895,2041
fe_mn,fe,"[6.3441, 6.3946]",[5.8987],0,0.0,109.0,1966,2110
fe_mn,v,"[6.3441, 6.3946]",[5.8983],0,123.0,143.0,1786,1930
fe_mn,cao,"[6.3441, 6.3946]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.3441, 6.3946]","[6.1427, 6.0599]",0,389.0,443.0,1520,1964
fe_mn,zn,"[6.3441, 6.3946]","[6.0902, 5.8954, 6.0539]",0,415.0,492.0,1494,1987
fe_mn,ni,"[6.3441, 6.3946]",[5.8978],0,0.0,123.0,1952,2096
fe_mn,li20,"[6.3441, 6.3946]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[6.3441, 6.3946]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,918.0,1084.0,991,2227
fe_mn,mn,"[6.3441, 6.3946]",[6.2157],0,0.0,146.0,1923,2070
fe_mn,fe,"[6.0843, 6.2199]",[6.065],0,0.0,144.0,1909,2054
fe_mn,cr,"[6.0843, 6.2199]",[6.0626],0,39.0,144.0,1852,1997
fe_mn,nao3,"[6.0843, 6.2199]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1073.0,1286.0,818,2154
fe_mn,co,"[6.0843, 6.2199]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1891.0,2104.0,0,2249
fe_mn,co,"[6.0843, 6.2199]",[5.9084],0,0.0,131.0,1973,2117
fe_mn,cu2o,"[6.0843, 6.2199]","[6.1735, 6.0916, 6.0479]",0,731.0,785.0,1160,1946
fe_mn,al2o3,"[6.0843, 6.2199]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,937.0,1150.0,954,2129
fe_mn,ti,"[6.0843, 6.2199]","[5.8975, 6.1415, 6.0812]",0,,,1459,1857
fe_mn,ti,"[6.0843, 6.2199]","[6.1854, 5.8995]",0,297.0,456.0,1594,2051
fe_mn,cr,"[6.0843, 6.2199]",[6.093],0,0.0,145.0,1895,2041
fe_mn,fe,"[6.0843, 6.2199]",[5.8987],0,0.0,138.0,1966,2110
fe_mn,v,"[6.0843, 6.2199]",[5.8983],0,105.0,143.0,1786,1930
fe_mn,cao,"[6.0843, 6.2199]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.0843, 6.2199]","[6.1427, 6.0599]",0,371.0,443.0,1520,1964
fe_mn,zn,"[6.0843, 6.2199]","[6.0902, 5.8954, 6.0539]",0,397.0,492.0,1494,1987
fe_mn,ni,"[6.0843, 6.2199]",[5.8978],0,0.0,143.0,1952,2096
fe_mn,li20,"[6.0843, 6.2199]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[6.0843, 6.2199]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,900.0,1113.0,991,2227
fe_mn,mn,"[6.0843, 6.2199]",[6.2157],0,0.0,146.0,1923,2070
fe_mn,fe,"[6.065, 6.1747, 6.2157]",[6.065],1,0.0,144.0,1909,2054
fe_mn,cr,"[6.065, 6.1747, 6.2157]",[6.0626],0,0.0,144.0,1852,1997
fe_mn,nao3,"[6.065, 6.1747, 6.2157]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1027.0,1264.0,818,2154
fe_mn,co,"[6.065, 6.1747, 6.2157]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1845.0,2082.0,0,2249
fe_mn,co,"[6.065, 6.1747, 6.2157]",[5.9084],0,0.0,109.0,1973,2117
fe_mn,cu2o,"[6.065, 6.1747, 6.2157]","[6.1735, 6.0916, 6.0479]",0,685.0,785.0,1160,1946
fe_mn,al2o3,"[6.065, 6.1747, 6.2157]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,891.0,1128.0,954,2129
fe_mn,ti,"[6.065, 6.1747, 6.2157]","[5.8975, 6.1415, 6.0812]",0,386.0,397.0,1459,1857
fe_mn,ti,"[6.065, 6.1747, 6.2157]","[6.1854, 5.8995]",0,251.0,456.0,1594,2051
fe_mn,cr,"[6.065, 6.1747, 6.2157]",[6.093],0,0.0,145.0,1895,2041
fe_mn,fe,"[6.065, 6.1747, 6.2157]",[5.8987],0,0.0,116.0,1966,2110
fe_mn,v,"[6.065, 6.1747, 6.2157]",[5.8983],0,59.0,143.0,1786,1930
fe_mn,cao,"[6.065, 6.1747, 6.2157]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.065, 6.1747, 6.2157]","[6.1427, 6.0599]",0,325.0,443.0,1520,1964
fe_mn,zn,"[6.065, 6.1747, 6.2157]","[6.0902, 5.8954, 6.0539]",0,351.0,492.0,1494,1987
fe_mn,ni,"[6.065, 6.1747, 6.2157]",[5.8978],0,0.0,130.0,1952,2096
fe_mn,li20,"[6.065, 6.1747, 6.2157]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[6.065, 6.1747, 6.2157]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,854.0,1091.0,991,2227
fe_mn,mn,"[6.065, 6.1747, 6.2157]",[6.2157],1,0.0,146.0,1923,2070
fe_mn,fe,"[6.0779, 6.2191]",[6.065],0,0.0,144.0,1909,2054
fe_mn,cr,"[6.0779, 6.2191]",[6.0626],0,3.0,144.0,1852,1997
fe_mn,nao3,"[6.0779, 6.2191]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1037.0,1252.0,818,2154
fe_mn,co,"[6.0779, 6.2191]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1855.0,2070.0,0,2249
fe_mn,co,"[6.0779, 6.2191]",[5.9084],0,0.0,97.0,1973,2117
fe_mn,cu2o,"[6.0779, 6.2191]","[6.1735, 6.0916, 6.0479]",0,695.0,785.0,1160,1946
fe_mn,al2o3,"[6.0779, 6.2191]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,901.0,1116.0,954,2129
fe_mn,ti,"[6.0779, 6.2191]","[5.8975, 6.1415, 6.0812]",0,396.0,397.0,1459,1857
fe_mn,ti,"[6.0779, 6.2191]","[6.1854, 5.8995]",0,261.0,456.0,1594,2051
fe_mn,cr,"[6.0779, 6.2191]",[6.093],0,0.0,145.0,1895,2041
fe_mn,fe,"[6.0779, 6.2191]",[5.8987],0,0.0,104.0,1966,2110
fe_mn,v,"[6.0779, 6.2191]",[5.8983],0,69.0,143.0,1786,1930
fe_mn,cao,"[6.0779, 6.2191]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.0779, 6.2191]","[6.1427, 6.0599]",0,335.0,443.0,1520,1964
fe_mn,zn,"[6.0779, 6.2191]","[6.0902, 5.8954, 6.0539]",0,361.0,492.0,1494,1987
fe_mn,ni,"[6.0779, 6.2191]",[5.8978],0,0.0,118.0,1952,2096
fe_mn,li20,"[6.0779, 6.2191]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[6.0779, 6.2191]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,864.0,1079.0,991,2227
fe_mn,mn,"[6.0779, 6.2191]",[6.2157],0,0.0,146.0,1923,2070
fe_mn,fe,"[6.4344, 6.4915]",[6.065],0,23.0,144.0,1909,2054
fe_mn,cr,"[6.4344, 6.4915]",[6.0626],0,80.0,144.0,1852,1997
fe_mn,nao3,"[6.4344, 6.4915]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1114.0,1277.0,818,2154
fe_mn,co,"[6.4344, 6.4915]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1932.0,2095.0,0,2249
fe_mn,co,"[6.4344, 6.4915]",[5.9084],0,0.0,122.0,1973,2117
fe_mn,cu2o,"[6.4344, 6.4915]","[6.1735, 6.0916, 6.0479]",0,772.0,785.0,1160,1946
fe_mn,al2o3,"[6.4344, 6.4915]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,978.0,1141.0,954,2129
fe_mn,ti,"[6.4344, 6.4915]","[5.8975, 6.1415, 6.0812]",0,,,1459,1857
fe_mn,ti,"[6.4344, 6.4915]","[6.1854, 5.8995]",0,338.0,456.0,1594,2051
fe_mn,cr,"[6.4344, 6.4915]",[6.093],0,37.0,145.0,1895,2041
fe_mn,fe,"[6.4344, 6.4915]",[5.8987],0,0.0,129.0,1966,2110
fe_mn,v,"[6.4344, 6.4915]",[5.8983],0,,,1786,1930
fe_mn,cao,"[6.4344, 6.4915]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.4344, 6.4915]","[6.1427, 6.0599]",0,412.0,443.0,1520,1964
fe_mn,zn,"[6.4344, 6.4915]","[6.0902, 5.8954, 6.0539]",0,438.0,492.0,1494,1987
fe_mn,ni,"[6.4344, 6.4915]",[5.8978],0,0.0,143.0,1952,2096
fe_mn,li20,"[6.4344, 6.4915]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[6.4344, 6.4915]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,941.0,1104.0,991,2227
fe_mn,mn,"[6.4344, 6.4915]",[6.2157],0,9.0,146.0,1923,2070
fe_mn,fe,"[6.2403, 5.9095]",[6.065],0,0.0,144.0,1909,2054
fe_mn,cr,"[6.2403, 5.9095]",[6.0626],0,38.0,144.0,1852,1997
fe_mn,nao3,"[6.2403, 5.9095]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1072.0,1267.0,818,2154
fe_mn,co,"[6.2403, 5.9095]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1890.0,2085.0,0,2249
fe_mn,co,"[6.2403, 5.9095]",[5.9084],0,0.0,112.0,1973,2117
fe_mn,cu2o,"[6.2403, 5.9095]","[6.1735, 6.0916, 6.0479]",0,730.0,785.0,1160,1946
fe_mn,al2o3,"[6.2403, 5.9095]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,936.0,1131.0,954,2129
fe_mn,ti,"[6.2403, 5.9095]","[5.8975, 6.1415, 6.0812]",0,,,1459,1857
fe_mn,ti,"[6.2403, 5.9095]","[6.1854, 5.8995]",0,296.0,456.0,1594,2051
fe_mn,cr,"[6.2403, 5.9095]",[6.093],0,0.0,145.0,1895,2041
fe_mn,fe,"[6.2403, 5.9095]",[5.8987],0,0.0,119.0,1966,2110
fe_mn,v,"[6.2403, 5.9095]",[5.8983],0,104.0,143.0,1786,1930
fe_mn,cao,"[6.2403, 5.9095]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.2403, 5.9095]","[6.1427, 6.0599]",0,370.0,443.0,1520,1964
fe_mn,zn,"[6.2403, 5.9095]","[6.0902, 5.8954, 6.0539]",0,396.0,492.0,1494,1987
fe_mn,ni,"[6.2403, 5.9095]",[5.8978],0,0.0,133.0,1952,2096
fe_mn,li20,"[6.2403, 5.9095]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[6.2403, 5.9095]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,899.0,1094.0,991,2227
fe_mn,mn,"[6.2403, 5.9095]",[6.2157],0,0.0,146.0,1923,2070
fe_mn,fe,"[4.9019, 5.9454]",[6.065],0,6.0,144.0,1909,2054
fe_mn,cr,"[4.9019, 5.9454]",[6.0626],0,63.0,144.0,1852,1997
fe_mn,nao3,"[4.9019, 5.9454]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1097.0,1249.0,818,2154
fe_mn,co,"[4.9019, 5.9454]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1915.0,2067.0,0,2249
fe_mn,co,"[4.9019, 5.9454]",[5.9084],0,0.0,94.0,1973,2117
fe_mn,cu2o,"[4.9019, 5.9454]","[6.1735, 6.0916, 6.0479]",0,755.0,785.0,1160,1946
fe_mn,al2o3,"[4.9019, 5.9454]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,961.0,1113.0,954,2129
fe_mn,ti,"[4.9019, 5.9454]","[5.8975, 6.1415, 6.0812]",0,,,1459,1857
fe_mn,ti,"[4.9019, 5.9454]","[6.1854, 5.8995]",0,321.0,456.0,1594,2051
fe_mn,cr,"[4.9019, 5.9454]",[6.093],0,20.0,145.0,1895,2041
fe_mn,fe,"[4.9019, 5.9454]",[5.8987],0,0.0,101.0,1966,2110
fe_mn,v,"[4.9019, 5.9454]",[5.8983],0,129.0,143.0,1786,1930
fe_mn,cao,"[4.9019, 5.9454]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[4.9019, 5.9454]","[6.1427, 6.0599]",0,395.0,443.0,1520,1964
fe_mn,zn,"[4.9019, 5.9454]","[6.0902, 5.8954, 6.0539]",0,421.0,492.0,1494,1987
fe_mn,ni,"[4.9019, 5.9454]",[5.8978],0,0.0,115.0,1952,2096
fe_mn,li20,"[4.9019, 5.9454]","[6.0498, 6.0556]",0,,,1359,1774
fe_mn,bao2,"[4.9019, 5.9454]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,924.0,1076.0,991,2227
fe_mn,mn,"[4.9019, 5.9454]",[6.2157],0,0.0,144.0,1923,2070
fe_mn,fe,"[6.3943, 6.3853]",[6.065],0,0.0,122.0,1909,2054
fe_mn,cr,"[6.3943, 6.3853]",[6.0626],0,15.0,144.0,1852,1997
fe_mn,nao3,"[6.3943, 6.3853]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",0,1049.0,1213.0,818,2154
fe_mn,co,"[6.3943, 6.3853]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,1867.0,2031.0,0,2249
fe_mn,co,"[6.3943, 6.3853]",[5.9084],0,0.0,58.0,1973,2117
fe_mn,cu2o,"[6.3943, 6.3853]","[6.1735, 6.0916, 6.0479]",0,707.0,785.0,1160,1946
fe_mn,al2o3,"[6.3943, 6.3853]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,913.0,1077.0,954,2129
fe_mn,ti,"[6.3943, 6.3853]","[5.8975, 6.1415, 6.0812]",0,,,1459,1857
fe_mn,ti,"[6.3943, 6.3853]","[6.1854, 5.8995]",0,273.0,437.0,1594,2051
fe_mn,cr,"[6.3943, 6.3853]",[6.093],0,0.0,136.0,1895,2041
fe_mn,fe,"[6.3943, 6.3853]",[5.8987],0,0.0,65.0,1966,2110
fe_mn,v,"[6.3943, 6.3853]",[5.8983],0,81.0,143.0,1786,1930
fe_mn,cao,"[6.3943, 6.3853]","[5.9143, 6.1764]",0,,,1291,1695
fe_mn,mgo,"[6.3943, 6.3853]","[6.1427, 6.0599]",0,347.0,443.0,1520,1964
