reference_material,detected_material,areas_reference,areas_detected,num_matched_peaks,start_point_reference,last_point_reference,start_point_detected,last_point_detected
nao3_ti,al2o3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,150.0,1163.0,954,2129
nao3_ti,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
nao3_ti,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[6.1854, 5.8995]",1,66.0,456.0,1594,2051
nao3_ti,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]",[6.093],0,0.0,145.0,1895,2041
nao3_ti,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]",[5.8987],0,0.0,143.0,1966,2110
nao3_ti,v,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]",[5.8983],0,0.0,143.0,1786,1930
nao3_ti,cao,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[5.9143, 6.1764]",0,0.0,403.0,1291,1695
nao3_ti,mgo,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[6.1427, 6.0599]",0,140.0,443.0,1520,1964
nao3_ti,zn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[6.0902, 5.8954, 6.0539]",0,166.0,492.0,1494,1987
nao3_ti,ni,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]",[5.8978],0,0.0,143.0,1952,2096
nao3_ti,li20,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[6.0498, 6.0556]",0,0.0,414.0,1359,1774
nao3_ti,bao2,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,113.0,1126.0,991,2227
nao3_ti,mn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 5.9271, 5.835, 6.0597]",[6.2157],0,0.0,146.0,1923,2070
nao3_ti,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[6.065],0,0.0,144.0,1909,2054
nao3_ti,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[6.0626],0,0.0,144.0,1852,1997
nao3_ti,nao3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",6,0.0,1302.0,818,2154
nao3_ti,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,784.0,2120.0,0,2249
nao3_ti,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[5.9084],0,0.0,143.0,1973,2117
nao3_ti,cu2o,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
nao3_ti,al2o3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,177.0,1166.0,954,2129
nao3_ti,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
nao3_ti,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.1854, 5.8995]",1,25.0,456.0,1594,2051
nao3_ti,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[6.093],0,0.0,145.0,1895,2041
nao3_ti,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[5.8987],0,0.0,143.0,1966,2110
nao3_ti,v,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[5.8983],0,60.0,143.0,1786,1930
nao3_ti,cao,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[5.9143, 6.1764]",0,0.0,403.0,1291,1695
nao3_ti,mgo,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.1427, 6.0599]",0,99.0,443.0,1520,1964
nao3_ti,zn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.0902, 5.8954, 6.0539]",0,125.0,492.0,1494,1987
nao3_ti,ni,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[5.8978],0,0.0,143.0,1952,2096
nao3_ti,li20,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.0498, 6.0556]",0,0.0,407.0,1359,1774
nao3_ti,bao2,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,140.0,1129.0,991,2227
nao3_ti,mn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1854, 6.1717, 6.8251, 6.073]",[6.2157],0,0.0,146.0,1923,2070
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[6.065],0,0.0,144.0,1909,2054
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[6.0626],0,0.0,144.0,1852,1997
nao3_v,nao3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",7,0.0,1315.0,818,2154
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,797.0,2133.0,0,2249
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[5.9084],0,0.0,143.0,1973,2117
nao3_v,cu2o,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
nao3_v,al2o3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,190.0,1174.0,954,2129
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.1854, 5.8995]",0,201.0,456.0,1594,2051
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[6.093],0,0.0,145.0,1895,2041
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[5.8987],0,0.0,143.0,1966,2110
nao3_v,v,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[5.8983],0,9.0,143.0,1786,1930
nao3_v,cao,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[5.9143, 6.1764]",0,0.0,210.0,1291,1695
nao3_v,mgo,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.1427, 6.0599]",0,275.0,443.0,1520,1964
nao3_v,zn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.0902, 5.8954, 6.0539]",0,0.0,492.0,1494,1987
nao3_v,ni,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[5.8978],0,0.0,143.0,1952,2096
nao3_v,li20,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.0498, 6.0556]",0,0.0,142.0,1359,1774
nao3_v,bao2,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,153.0,1142.0,991,2227
nao3_v,mn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9003, 6.1783, 5.9158, 6.0447]",[6.2157],0,0.0,146.0,1923,2070
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[6.065],0,0.0,144.0,1909,2054
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[6.0626],0,0.0,144.0,1852,1997
nao3_v,nao3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",7,0.0,1328.0,818,2154
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,810.0,2146.0,0,2249
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[5.9084],0,0.0,143.0,1973,2117
nao3_v,cu2o,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
nao3_v,al2o3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,0.0,1174.0,954,2129
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.1854, 5.8995]",0,159.0,456.0,1594,2051
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[6.093],0,0.0,145.0,1895,2041
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[5.8987],0,0.0,143.0,1966,2110
nao3_v,v,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[5.8983],1,0.0,143.0,1786,1930
nao3_v,cao,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[5.9143, 6.1764]",0,0.0,223.0,1291,1695
nao3_v,mgo,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.1427, 6.0599]",0,233.0,443.0,1520,1964
nao3_v,zn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.0902, 5.8954, 6.0539]",0,0.0,492.0,1494,1987
nao3_v,ni,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[5.8978],0,0.0,143.0,1952,2096
nao3_v,li20,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.0498, 6.0556]",0,0.0,414.0,1359,1774
nao3_v,bao2,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,166.0,1155.0,991,2227
nao3_v,mn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1534, 5.9158, 6.0447]",[6.2157],0,0.0,146.0,1923,2070
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[6.065],0,0.0,144.0,1909,2054
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[6.0626],0,0.0,144.0,1852,1997
nao3_v,nao3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",7,0.0,1309.0,818,2154
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,791.0,2127.0,0,2249
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[5.9084],0,0.0,143.0,1973,2117
nao3_v,cu2o,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
nao3_v,al2o3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,184.0,1173.0,954,2129
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.1854, 5.8995]",0,145.0,456.0,1594,2051
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[6.093],0,0.0,145.0,1895,2041
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[5.8987],0,0.0,143.0,1966,2110
nao3_v,v,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[5.8983],1,0.0,143.0,1786,1930
nao3_v,cao,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[5.9143, 6.1764]",0,0.0,204.0,1291,1695
nao3_v,mgo,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.1427, 6.0599]",0,219.0,443.0,1520,1964
nao3_v,zn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.0902, 5.8954, 6.0539]",0,0.0,492.0,1494,1987
nao3_v,ni,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[5.8978],0,0.0,143.0,1952,2096
nao3_v,li20,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.0498, 6.0556]",0,0.0,414.0,1359,1774
nao3_v,bao2,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,147.0,1136.0,991,2227
nao3_v,mn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1488, 5.9158, 6.0447]",[6.2157],0,0.0,146.0,1923,2070
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[6.065],0,0.0,144.0,1909,2054
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[6.0626],0,0.0,144.0,1852,1997
nao3_v,nao3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",7,0.0,1281.0,818,2154
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,763.0,2099.0,0,2249
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[5.9084],0,0.0,126.0,1973,2117
nao3_v,cu2o,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
nao3_v,al2o3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,156.0,1145.0,954,2129
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.1854, 5.8995]",0,178.0,456.0,1594,2051
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[6.093],0,0.0,145.0,1895,2041
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[5.8987],0,0.0,133.0,1966,2110
nao3_v,v,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[5.8983],0,0.0,143.0,1786,1930
nao3_v,cao,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[5.9143, 6.1764]",0,0.0,176.0,1291,1695
nao3_v,mgo,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.1427, 6.0599]",0,252.0,443.0,1520,1964
nao3_v,zn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.0902, 5.8954, 6.0539]",0,278.0,492.0,1494,1987
nao3_v,ni,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[5.8978],0,0.0,143.0,1952,2096
nao3_v,li20,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.0498, 6.0556]",0,0.0,414.0,1359,1774
nao3_v,bao2,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,119.0,1108.0,991,2227
nao3_v,mn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.9006, 6.2144, 5.9158, 6.0447]",[6.2157],0,0.0,146.0,1923,2070
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[6.065],0,0.0,144.0,1909,2054
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[6.0626],0,0.0,144.0,1852,1997
nao3_v,nao3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",7,0.0,1316.0,818,2154
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,798.0,2134.0,0,2249
nao3_v,co,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[5.9084],0,0.0,143.0,1973,2117
nao3_v,cu2o,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
nao3_v,al2o3,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,191.0,1174.0,954,2129
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[5.8975, 6.1415, 6.0812]",0,0.0,397.0,1459,1857
nao3_v,ti,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.1854, 5.8995]",0,184.0,456.0,1594,2051
nao3_v,cr,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[6.093],0,0.0,145.0,1895,2041
nao3_v,fe,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[5.8987],0,0.0,143.0,1966,2110
nao3_v,v,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[5.8983],1,0.0,143.0,1786,1930
nao3_v,cao,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[5.9143, 6.1764]",0,0.0,211.0,1291,1695
nao3_v,mgo,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.1427, 6.0599]",0,258.0,443.0,1520,1964
nao3_v,zn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.0902, 5.8954, 6.0539]",0,0.0,492.0,1494,1987
nao3_v,ni,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[5.8978],0,0.0,143.0,1952,2096
nao3_v,li20,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.0498, 6.0556]",0,0.0,143.0,1359,1774
nao3_v,bao2,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]","[6.1666, 6.1067, 5.9012, 6.0674, 6.169, 5.9293]",0,154.0,1143.0,991,2227
nao3_v,mn,"[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 5.8983, 6.1357, 5.9158, 6.0447]",[6.2157],0,0.0,146.0,1923,2070
nao3_cao,fe,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]",[6.065],0,0.0,144.0,1909,2054
nao3_cao,cr,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]",[6.0626],0,23.0,144.0,1852,1997
nao3_cao,nao3,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]","[6.0863, 6.202, 5.9162, 6.6791, 6.0813, 6.1717, 5.9158, 6.0447]",6,0.0,1331.0,818,2154
nao3_cao,co,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]","[5.9214, 6.1853, 6.0965, 6.22, 6.0869, 5.8536, 6.0403, 6.2389, 5.9255, 5.93, 5.9023, 5.8771, 5.8429, 6.1021]",0,813.0,2149.0,0,2249
nao3_cao,co,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]",[5.9084],0,0.0,143.0,1973,2117
nao3_cao,cu2o,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]","[6.1735, 6.0916, 6.0479]",0,0.0,785.0,1160,1946
nao3_cao,al2o3,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]","[6.1448, 5.9009, 5.9019, 5.8992, 5.9008]",0,0.0,1174.0,954,2129
nao3_cao,ti,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]","[5.8975, 6.1415, 6.0812]",0,0.0,238.0,1459,1857
nao3_cao,ti,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]","[6.1854, 5.8995]",0,0.0,456.0,1594,2051
nao3_cao,cr,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]",[6.093],0,0.0,145.0,1895,2041
nao3_cao,fe,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]",[5.8987],0,0.0,143.0,1966,2110
nao3_cao,v,"[6.0863, 6.202, 5.9162, 6.6065, 3.6717, 5.9033, 6.2269, 6.1764, 6.1717, 5.9158, 6.0447]",[5.8983],0,89.0,143.0,1786,1930
